Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Seychelles;SYC;Population, femmes;SP.POP.TOTL.FE.IN;21320;21880;22421;22950;23487;24031;24575;25120;25668;26216;26759;27232;27821;28181;28647;29285;29877;30533;30737;31024;31324;31708;31879;31826;32019;32311;32576;34085;34315;34613;34832;35306;35440;36130;37067;37597;38171;38657;39469;40303;40707;40781;42081;41606;41393;41454;42089;42001;42603;42462;43453;42231;42650;43509;44277;45346;46004;46603;47079
République arabe syrienne;SYR;Population, femmes;SP.POP.TOTL.FE.IN;2235647;2311111;2389131;2469947;2553905;2641281;2732194;2826668;2924828;3026810;3132703;3242716;3356943;3475300;3597609;3723828;3853658;3987294;4125808;4270609;4422556;4582112;4748557;4920098;5094227;5269111;5444157;5619749;5796201;5974198;6154287;6335853;6518638;6704065;6894071;7089692;7293755;7505364;7717529;7920653;8109037;8269365;8404992;8545955;8733894;8992894;9347043;9772451;10187741;10481159;10577485;10449658;10136805;9712319;9283034;8931432;8670185;8489575;8421732
Îles Turques-et-Caïques;TCA;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tchad;TCD;Population, femmes;SP.POP.TOTL.FE.IN;1534800;1565105;1596348;1628179;1660140;1691950;1723317;1754512;1786519;1820740;1858052;1899101;1943423;1989501;2035168;2078973;2120555;2160764;2200846;2242643;2287630;2336081;2388065;2444527;2506532;2574827;2650097;2732198;2819917;2911442;3005553;3102005;3201443;3304670;3412844;3526933;3646802;3772451;3905085;4046217;4196724;4357455;4527650;4704630;4884661;5065136;5244843;5424698;5606876;5794638;5990242;6194443;6406231;6624056;6845613;7069239;7294427;7521764;7752016
Asie de l’Est et Pacifique (BIRD et IDA);TEA;Population, femmes;SP.POP.TOTL.FE.IN;431825085;431786110;437719913;449127134;460355699;472065529;485504776;498501309;511953352;526208356;540875104;555821024;569892621;583485380;596340657;608024711;618818103;628847441;638874097;649060465;659093583;669492991;681050461;692668065;703742369;715130152;727221906;740006269;752927657;765544895;777907555;789785885;800943914;811718351;822428948;832931120;843254230;853464768;863292664;872506967;881164663;889352343;897109202;904503046;911668256;918772732;925659162;932295882;938907834;945537234;952237694;959104349;966192764;973433407;980780156;988097372;995576139;1003127818;1009943942
Europe et Asie centrale (BIRD et IDA);TEC;Population, femmes;SP.POP.TOTL.FE.IN;164600882;166818515;169065210;171361945;173673162;175895833;177727599;179635984;181508703;183327216;185087218;186857085;188710768;190572689;192450454;194338714;196303564;198224840;200091035;201945216;203872682;205845865;207740259;209628358;211628756;213597557;215503115;217361252;219127939;220713627;222019080;222971416;223754981;224440368;224822148;225049264;225222091;225422026;225652691;225780764;225689090;225538512;225438562;225590632;225847457;226131459;226471182;226882193;227485415;228427090;229414947;230536095;231641392;232848305;234041985;235271755;236465080;237570582;238547120
Togo;TGO;Population, femmes;SP.POP.TOTL.FE.IN;801728;810265;817888;827415;842666;866133;899134;940235;985860;1030870;1071577;1106980;1138225;1166359;1193226;1220361;1247587;1274846;1304017;1337487;1376863;1422926;1474959;1531093;1588635;1645494;1701478;1756921;1811057;1863060;1912571;1958781;2002268;2045791;2093088;2146792;2208143;2276146;2348402;2421382;2492567;2561202;2628230;2694964;2763369;2834942;2909940;2987876;3068511;3151359;3236044;3322596;3411071;3501143;3592387;3684502;3777354;3871014;3965693
Thaïlande;THA;Population, femmes;SP.POP.TOTL.FE.IN;13678103;14090300;14517475;14959140;15414620;15883191;16363690;16855415;17358422;17873046;18398859;18935909;19481937;20031274;20576664;21112744;21637274;22151097;22655918;23154855;23650381;24139688;24621695;25102463;25590185;26089099;26605974;27135055;27653055;28128266;28539793;28875464;29146718;29385112;29635564;29929611;30278909;30671287;31085399;31488908;31858181;32187722;32484847;32754201;33004499;33242497;33468089;33679476;33880023;34073807;34263751;34451329;34636099;34816548;34990204;35155047;35310921;35458012;35595105
Tadjikistan;TJK;Population, femmes;SP.POP.TOTL.FE.IN;1071957;1108219;1147173;1188241;1230550;1273454;1316818;1360740;1405075;1449679;1494478;1539434;1584599;1630166;1676403;1723562;1771746;1821066;1871859;1924507;1979323;2035913;2094202;2155192;2220194;2289813;2364854;2444108;2523708;2598443;2664662;2720974;2768680;2810182;2849179;2888537;2928941;2970041;3012410;3056483;3102612;3151364;3203162;3258004;3315714;3376233;3439625;3506202;3576391;3650719;3729558;3812812;3900293;3992087;4088266;4188687;4293444;4401951;4512544
Turkménistan;TKM;Population, femmes;SP.POP.TOTL.FE.IN;821502;849621;878673;908381;938430;968595;998722;1028853;1059163;1089972;1121465;1153684;1186546;1220035;1254088;1288651;1323811;1359557;1395706;1432023;1468346;1504652;1541096;1578016;1615868;1655016;1695188;1736321;1779167;1824735;1873499;1925998;1981361;2037015;2089452;2136195;2176405;2210843;2240649;2267634;2293299;2317933;2341547;2365059;2389525;2415761;2444097;2474708;2508076;2544661;2584698;2628454;2675607;2725076;2775339;2825215;2874285;2922584;2969964
Amérique latine et Caraïbes (BIRD et IDA);TLA;Population, femmes;SP.POP.TOTL.FE.IN;104998254;107949439;110984897;114093442;117259886;120472457;123727487;127025635;130365299;133746174;137168278;140630562;144133032;147678971;151272865;154918835;158612884;162355027;166156898;170034102;173994879;178044881;182172893;186349478;190534591;194698651;198827866;202927052;207007693;211089833;215186844;219298442;223414151;227525210;231619499;235686724;239724490;243730565;247695307;251607579;255459395;259247172;262972452;266640361;270259014;273835443;277368909;280860094;284318991;287758081;291130675;294576158;298004795;301407514;304771193;308085725;311346564;314554873;317713016
Timor-Leste;TLS;Population, femmes;SP.POP.TOTL.FE.IN;233739;237808;242074;246514;251112;255841;260571;265269;270139;275449;281319;288042;295389;302317;307429;309817;308976;305499;300894;297284;296204;298205;302843;309447;316930;324474;331830;339245;346996;355542;365133;376023;387869;399688;410129;418304;423707;426806;428973;432114;437591;445912;456575;468718;481022;492523;503016;512803;522114;531339;540778;550444;560228;570262;580674;591559;602951;614851;627120
Afrique du Nord et Moyen-Orient (BIRD et IDA);TMN;Population, femmes;SP.POP.TOTL.FE.IN;48135051;49417054;50736514;52096967;53503296;54958440;56467307;58028010;59628964;61254062;62893550;64546724;66223426;67938050;69710322;71557426;73477819;75475427;77578571;79822781;82230104;84808679;87541790;90394574;93317825;96271192;99242620;102227412;105201362;108138661;111019729;113832881;116576214;119253723;121875299;124449919;126980832;129470318;131926737;134360248;136781709;139193023;141603788;144041764;146541539;149127686;151813099;154592193;157447584;160351866;163284474;166243499;169234545;172253437;175296485;178362332;181438057;184524826;187651638
Tonga;TON;Population, femmes;SP.POP.TOTL.FE.IN;30315;31338;32542;33856;35177;36417;37568;38639;39607;40447;41151;41698;42086;42399;42708;43087;43567;44115;44681;45195;45611;45909;46113;46240;46337;46427;46520;46605;46689;46762;46840;46918;46998;47094;47188;47290;47388;47496;47638;47833;48105;48449;48871;49326;49793;50255;50718;51172;51559;51804;51853;51661;51287;50843;50507;50408;50584;51003;51585
Asie du Sud (BIRD et IDA);TSA;Population, femmes;SP.POP.TOTL.FE.IN;276232648;282018749;288029815;294263092;300713972;307378867;314261231;321362716;328676111;336191929;343905540;351810460;359914758;368246055;376841694;385727287;394910312;404379146;414115932;424093868;434290672;444698877;455315431;466126877;477118729;488278351;499592049;511052042;522658802;534416725;546325114;558376105;570552977;582835103;595197333;607617169;620078473;632568872;645073749;657579212;670070690;682535304;694956808;707313317;719580593;731738306;743777663;755691426;767464144;779079800;790528605;801800554;812845072;823813793;834691833;845488839;856232039;866897712;877474085
Afrique subsaharienne (BIRD et IDA);TSS;Population, femmes;SP.POP.TOTL.FE.IN;114535782;117205268;119992169;122890681;125890682;128986737;132178582;135475428;138892477;142449973;146163872;150040385;154080873;158286673;162658396;167196412;171903477;176782935;181832114;187053702;192444576;198001480;203724991;209621620;215703627;221973934;228437788;235089812;241907376;248865466;255944127;263142742;270467095;277920229;285511379;293244480;301130688;309179052;317402297;325820448;334447838;343291994;352369031;361709813;371355507;381336361;391666721;402344595;413363201;424705349;436360493;448322992;460599244;473179616;486055150;499217773;512663268;526386623;540373553
Trinité-et-Tobago;TTO;Population, femmes;SP.POP.TOTL.FE.IN;422450;431230;439025;445845;451777;456920;461209;464742;468000;471609;476037;481487;487855;494890;502161;509357;516357;523271;530282;537669;545613;554183;563203;572244;580730;588236;594606;599940;604474;608585;612548;616472;620277;623811;626851;629283;631031;632248;633271;634550;636413;639010;642244;645902;649654;653256;656632;659860;663096;666560;670388;674628;679170;683831;688383;692613;696477;699985;703148
Tunisie;TUN;Population, femmes;SP.POP.TOTL.FE.IN;2096114;2123352;2153456;2186955;2224290;2265697;2311693;2362133;2415774;2470881;2526209;2581460;2637141;2693813;2752372;2813578;2877138;2943067;3012728;3087893;3169609;3258540;3353739;3452603;3551567;3647972;3740553;3829756;3916719;4003393;4090990;4179850;4268867;4356207;4439365;4516534;4587333;4652373;4712124;4767441;4819180;4867302;4912227;4955875;5000690;5048472;5100085;5155241;5213163;5272485;5332211;5392042;5452275;5513160;5575114;5638324;5702823;5768089;5833160
Turquie;TUR;Population, femmes;SP.POP.TOTL.FE.IN;13779713;14125806;14477155;14834449;15198606;15570399;15949973;16337382;16733203;17138090;17552484;17976934;18411337;18854623;19305252;19762238;20223860;20690539;21165896;21654974;22160655;22684623;23223534;23769080;24309910;24837754;25349790;25847983;26334828;26814805;27291495;27764713;28233979;28702305;29173453;29650017;30133317;30622455;31114982;31607155;32096147;32583788;33071049;33553500;34025331;34483861;34924110;35351052;35783883;36248628;36762744;37330843;37943455;38586059;39237322;39879349;40511232;41130856;41717836
Tuvalu;TUV;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tanzanie;TZA;Population, femmes;SP.POP.TOTL.FE.IN;5109813;5256673;5409050;5566960;5730393;5899439;6073943;6254295;6441772;6638051;6844286;7061218;7288388;7524180;7766268;8013057;8264071;8520084;8782282;9052373;9331700;9621155;9920720;10229749;10547194;10872589;11203859;11541934;11892863;12264820;12662614;13090907;13545308;14010645;14466021;14897279;15298296;15675962;16045049;16427121;16838008;17283167;17758830;18260494;18780109;19312184;19856007;20415192;20993496;21596202;22227064;22887230;23575405;24289804;25027582;25786497;26566306;27367208;28187903
Ouganda;UGA;Population, femmes;SP.POP.TOTL.FE.IN;3401119;3510398;3627291;3751076;3880621;4014830;4154157;4298227;4444070;4587818;4727008;4860378;4989440;5117976;5251364;5393640;5546580;5709655;5881889;6061391;6247057;6438394;6636851;6845561;7068715;7309101;7567815;7843377;8132704;8431342;8735852;9045932;9361986;9682215;10004599;10328092;10651839;10977179;11308095;11650081;12007356;12381572;12772571;13180491;13604892;14045551;14503938;14981116;15476025;15986976;16513347;17051463;17602846;18177909;18790758;19449742;20160911;20916321;21693135
Ukraine;UKR;Population, femmes;SP.POP.TOTL.FE.IN;23631638;23881844;24142091;24402081;24647540;24868573;25060624;25227520;25377907;25524679;25676972;25837691;26003316;26168864;26326637;26471134;26600688;26717298;26823418;26922931;27018519;27134306;27200142;27273854;27350129;27408176;27471158;27539518;27624357;27724830;27759504;27794905;27858246;27862481;27717950;27496816;27254714;27012246;26779846;26538817;26284954;26034771;25790809;25597213;25421031;25255607;25109093;24985659;24875679;24784940;24697597;24609948;24541487;24472237;24340510;24264554;24174750;24074287;23956825
Revenu intermédiaire, tranche supérieure;UMC;Population, femmes;SP.POP.TOTL.FE.IN;588178075;590867561;599574240;613801979;627888298;642471154;658471854;674118127;690218892;707117024;724455415;742086237;758858254;775179617;790831563;805404283;819252992;832387387;845577092;858994364;872381456;886218384;901228382;916319414;931012944;946041242;961738080;978099514;994504806;1010371538;1025649299;1040163530;1053701722;1066726532;1079515541;1092029373;1104294482;1116425229;1128182387;1139297188;1149821735;1159687949;1169082488;1178323653;1187417975;1196466494;1205334157;1213976823;1222747248;1231853040;1240962612;1250439749;1260244822;1270359860;1280593840;1290706750;1300893343;1311016789;1320204546
Uruguay;URY;Population, femmes;SP.POP.TOTL.FE.IN;1268381;1285930;1302988;1319520;1335541;1351005;1366091;1380650;1393942;1404992;1413210;1418187;1420448;1421575;1423741;1428497;1436443;1447121;1459672;1472746;1485354;1497279;1508854;1520160;1531449;1542900;1554431;1565956;1577539;1589310;1601318;1613504;1625762;1638045;1650287;1662373;1674434;1686324;1697309;1706433;1713077;1716911;1718303;1718283;1718297;1719397;1721947;1725705;1730363;1735393;1740388;1745319;1750323;1755457;1760780;1766339;1772132;1778066;1784031
États-Unis;USA;Population, femmes;SP.POP.TOTL.FE.IN;91157654;92714569;94180305;95575715;96951949;98225088;99437061;100611313;101711678;102793272;104063613;105431729;106592521;107632675;108644597;109760877;110868770;112064477;113336721;114660067;115807153;116961245;118069136;119129099;120145925;121213526;122359414;123494563;124661002;125869265;127297431;128977075;130719657;132378008;133928126;135451850;136961367;138548214;140104345;141656845;143178430;144541124;145830133;147035365;148355637;149690393;151111214;152533798;153964934;155298019;156557560;157646543;158746400;159786318;160903303;162043308;163180025;164193686;165042573
Ouzbékistan;UZB;Population, femmes;SP.POP.TOTL.FE.IN;4431892;4576213;4726243;4883468;5049830;5226276;5414070;5611649;5813674;6012903;6204351;6385656;6558759;6728175;6900622;7080949;7270671;7468217;7671739;7878210;8085485;8292896;8501364;8712154;8927132;9147495;9373245;9603349;9836730;10071884;10363833;10576819;10815044;11050363;11257943;11455076;11671907;11892777;12086834;12220083;12392841;12553356;12710787;12862154;13013224;13166133;13327015;13515988;13731555;13961440;14357068;14743327;14957457;15188192;15441602;15708087;15978186;16243957;16522967
Saint-Vincent-et-les Grenadines;VCT;Population, femmes;SP.POP.TOTL.FE.IN;43019;43679;44271;44803;45289;45745;46166;46549;46919;47304;47709;48150;48626;49115;49584;50036;50447;50829;51196;51536;51871;52195;52509;52800;53064;53306;53514;53705;53852;53970;54037;54080;54077;54047;53992;53921;53825;53711;53595;53520;53486;53507;53590;53681;53743;53744;53664;53537;53383;53237;53156;53138;53176;53264;53396;53560;53754;53985;54233
Venezuela;VEN;Population, femmes;SP.POP.TOTL.FE.IN;3995147;4142543;4293019;4446738;4603863;4764499;4928833;5096717;5267430;5440007;5613831;5788522;5964468;6142681;6324601;6511259;6703051;6899633;7100368;7304278;7510655;7719079;7929778;8143446;8361101;8583322;8810320;9041426;9275253;9509939;9744073;9977136;10209254;10440591;10671528;10902366;11132726;11362359;11591810;11821839;12052837;12284824;12517096;12748443;12977216;13202090;13418810;13626275;13829694;14036613;14250185;14482500;14726972;14946470;15090643;15128614;15037987;14843348;14617921
Îles Vierges britanniques;VGB;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Îles Vierges (EU);VIR;Population, femmes;SP.POP.TOTL.FE.IN;16388;17266;17584;19953;20424;21744;23066;24492;27778;30096;31749;35583;38431;42530;45659;48155;49211;47886;49458;49712;51547;51632;51653;51668;51666;51651;51621;51608;51617;51670;53200;53690;54243;54788;55263;55597;55804;55989;56106;56157;56183;56125;56079;56055;56030;56052;56075;56163;56310;56431;56504;56538;56536;56493;56435;56383;56306;56217;56096
Viet Nam;VNM;Population, femmes;SP.POP.TOTL.FE.IN;16521028;17020395;17530384;18050895;18582470;19124984;19678201;20240048;20806490;21372374;21934033;22490789;23043657;23593035;24139961;24685954;25230098;25774198;26325898;26895210;27489193;28110366;28756435;29423400;30104921;30795800;31492681;32194829;32902342;33616213;34335576;35060833;35786387;36498107;37177748;37812269;38396706;38934409;39431256;39897047;40339930;40761945;41163646;41550240;41927659;42301133;42672670;43044663;43422816;43813577;44221287;44648282;45093052;45550974;46015083;46479613;46943305;47405623;47862308
Vanuatu;VUT;Population, femmes;SP.POP.TOTL.FE.IN;30815;31860;32951;34061;35123;36080;36927;37678;38410;39220;40186;41319;42608;44013;45472;46955;48453;49974;51501;53037;54565;56094;57614;59149;60707;62318;63961;65647;67394;69235;71193;73282;75493;77738;79895;81887;83661;85274;86836;88499;90364;92488;94823;97334;99917;102520;105114;107740;110429;113263;116281;119501;122890;126408;129980;133556;137123;140691;144258
Monde;WLD;Population, femmes;SP.POP.TOTL.FE.IN;1514423827;1534821201;1560966055;1593013703;1625287088;1658284180;1692813287;1727075292;1761803577;1798668617;1835850610;1874098764;1911750259;1948920800;1986433592;2023087156;2058824500;2094463362;2130697677;2167881233;2205486254;2244125763;2284222300;2324675248;2364963354;2405934779;2448050013;2491141954;2534667117;2578194149;2622609126;2665850743;2707445754;2749386099;2790911653;2832795838;2873869895;2914864034;2955492159;2995482598;3034946679;3073997263;3112787311;3151539293;3190529470;3229784082;3269437229;3309350976;3349936614;3390589521;3431180153;3471250764;3512426908;3554181422;3596307202;3638491322;3680912168;3722940052;3764164315
Samoa;WSM;Population, femmes;SP.POP.TOTL.FE.IN;53495;55256;57096;58980;60836;62632;64351;65983;67511;68924;70209;71353;72360;73228;73956;74555;75018;75362;75611;75809;75987;76174;76366;76552;76718;76860;76957;77040;77164;77403;77819;78432;79220;80089;80919;81609;82136;82524;82833;83164;83572;84074;84647;85280;85935;86595;87250;87907;88577;89260;89967;90703;91465;92212;92891;93474;93932;94294;94645
Kosovo;XKX;Population, femmes;SP.POP.TOTL.FE.IN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yémen, Rép. du;YEM;Population, femmes;SP.POP.TOTL.FE.IN;2658373;2699309;2741623;2785469;2831029;2878475;2928316;2980793;3035487;3091755;3149428;3208374;3269617;3335515;3409146;3492843;3587667;3693417;3809542;3934920;4068771;4211548;4363869;4525406;4695658;4874507;5060235;5253376;5458616;5682325;5928217;6198966;6490825;6793272;7091801;7376121;7642286;7893544;8135626;8377573;8626157;8882754;9145685;9415229;9691051;9972931;10261090;10556029;10857974;11167097;11483269;11806656;12136526;12470749;12806508;13141689;13475302;13807517;14138671
Afrique du Sud;ZAF;Population, femmes;SP.POP.TOTL.FE.IN;8574108;8793188;9020204;9254688;9495932;9743493;9997044;10256912;10524044;10799785;11084993;11380631;11686260;11999767;12318137;12639533;12962402;13288165;13621525;13968988;14334901;14721781;15127434;15545814;15968276;16388852;16802772;17212169;17626105;18057601;18514601;19001033;19509644;20023532;20519402;20980412;21401434;21787052;22142308;22476163;22796104;23103253;23397962;23686430;23976130;24273139;24579337;24895872;25226849;25576553;25947464;26341936;26757946;27187877;27621049;28049364;28469912;28883601;29290888
Zambie;ZMB;Population, femmes;SP.POP.TOTL.FE.IN;1543004;1590344;1639223;1689739;1742052;1796325;1852581;1910944;1971748;2035430;2102307;2172550;2246138;2322919;2402645;2485126;2570217;2657989;2748711;2842776;2940389;3041546;3145880;3252865;3361707;3471821;3583303;3696095;3809121;3921061;4031144;4138729;4244577;4351099;4461640;4578565;4703044;4834439;4971196;5110896;5251909;5394082;5538429;5685884;5837792;5995321;6158452;6327444;6503982;6690199;6887473;7096726;7317282;7546979;7782711;8022194;8264715;8510888;8761492
Zimbabwe;ZWE;Population, femmes;SP.POP.TOTL.FE.IN;1893572;1957913;2025170;2095125;2167456;2241961;2318514;2397330;2479000;2564319;2653824;2748028;2846741;2948984;3053355;3159000;3265272;3372863;3483873;3601173;3726734;3860526;4001406;4148737;4301494;4458386;4619311;4782830;4944518;5098790;5241472;5370944;5487640;5592085;5685643;5769576;5844140;5909599;5967386;6019335;6067176;6111891;6154633;6197525;6242965;6293012;6347983;6408523;6477092;6556603;6648701;6755204;6874607;7001145;7126780;7245857;7356159;7459621;7559801
